Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://data.bioontology.org/metadata/prefixIRI,http://purl.org/dc/terms/contributor,http://purl.org/dc/terms/description,http://purl.org/dc/terms/rights,http://purl.org/dc/terms/title,http://purl.org/pav/createdOn,http://purl.org/pav/lastUpdatedOn,http://purl.org/pav/version,http://www.w3.org/2004/02/skos/core#broader,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/2004/02/skos/core#narrower,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2004/02/skos/core#topConceptOf
http://purl.org/datacite/v4.4/Issued,Issued,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Issued,
http://purl.org/datacite/v4.4/Created,Created,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Created,
http://purl.org/datacite/v4.4/bibcode,bibcode,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,bibcode,
http://purl.org/datacite/v4.4/RelatedIdentifierType,Related Identifier Type,,,false,,,,,,,,,,,,,,,http://purl.org/datacite/v4.4,http://purl.org/datacite/v4.4/EISSN|http://purl.org/datacite/v4.4/PURL|http://purl.org/datacite/v4.4/ISBN|http://purl.org/datacite/v4.4/IGSN|http://purl.org/datacite/v4.4/URL|http://purl.org/datacite/v4.4/ARK|http://purl.org/datacite/v4.4/ISSN|http://purl.org/datacite/v4.4/URN|http://purl.org/datacite/v4.4/PMID|http://purl.org/datacite/v4.4/Handle|http://purl.org/datacite/v4.4/bibcode|http://purl.org/datacite/v4.4/LISSN|http://purl.org/datacite/v4.4/UPC|http://purl.org/datacite/v4.4/w3id|http://purl.org/datacite/v4.4/ISTC|http://purl.org/datacite/v4.4/arXiv|http://purl.org/datacite/v4.4/DOI|http://purl.org/datacite/v4.4/EAN13,Related Identifier Type,http://purl.org/datacite/v4.4
http://purl.org/datacite/v4.4/Organization,Organization,,,false,,,http://purl.org/datacite/v4.4/ResourceCreatorType,,,,,,,,,http://purl.org/datacite/v4.4/ResourceCreatorType,,,http://purl.org/datacite/v4.4,,Organization,
http://purl.org/datacite/v4.4/IsPartOf,IsPartOf,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsPartOf,
http://purl.org/datacite/v4.4/IsIdenticalTo,IsIdenticalTo,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsIdenticalTo,
http://purl.org/datacite/v4.4/Person,Person,,,false,,,http://purl.org/datacite/v4.4/ResourceCreatorType,,,,,,,,,http://purl.org/datacite/v4.4/ResourceCreatorType,,,http://purl.org/datacite/v4.4,,Person,
http://purl.org/datacite/v4.4/RegistrationAgency,RegistrationAgency,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,RegistrationAgency,
http://purl.org/datacite/v4.4/Researcher,Researcher,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,Researcher,
http://purl.org/datacite/v4.4/RegistrationAuthority,RegistrationAuthority,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,RegistrationAuthority,
http://purl.org/datacite/v4.4/LISSN,LISSN,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,LISSN,
http://purl.org/datacite/v4.4/IsReviewedBy,IsReviewedBy,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsReviewedBy,
http://purl.org/datacite/v4.4/Text,Text,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Text,
http://purl.org/datacite/v4.4/DescriptionType,Description Type,,,false,,,,,,,,,,,,,,,http://purl.org/datacite/v4.4,http://purl.org/datacite/v4.4/Methods|http://purl.org/datacite/v4.4/TechnicalInfo|http://purl.org/datacite/v4.4/TableOfContents|http://purl.org/datacite/v4.4/SeriesInformation|http://purl.org/datacite/v4.4/Abstract,Description Type,http://purl.org/datacite/v4.4
http://purl.org/datacite/v4.4/PhysicalObject,PhysicalObject,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,PhysicalObject,
http://purl.org/datacite/v4.4/IsContinuedBy,IsContinuedBy,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsContinuedBy,
http://purl.org/datacite/v4.4/Distributor,Distributor,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,Distributor,
http://purl.org/datacite/v4.4/UPC,UPC,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,UPC,
http://purl.org/datacite/v4.4/IsDocumentedBy,IsDocumentedBy,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsDocumentedBy,
http://purl.org/datacite/v4.4/Documents,Documents,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,Documents,
http://purl.org/datacite/v4.4/TranslatedTitle,TranslatedTitle,,,false,,,http://purl.org/datacite/v4.4/TitleType,,,,,,,,,http://purl.org/datacite/v4.4/TitleType,,,http://purl.org/datacite/v4.4,,TranslatedTitle,
http://purl.org/datacite/v4.4/Producer,Producer,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,Producer,
http://purl.org/datacite/v4.4/ConferencePaper,ConferencePaper,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,ConferencePaper,
http://purl.org/datacite/v4.4/Report,Report,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Report,
http://purl.org/datacite/v4.4/References,References,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,References,
http://purl.org/datacite/v4.4/AlternativeTitle,AlternativeTitle,,,false,,,http://purl.org/datacite/v4.4/TitleType,,,,,,,,,http://purl.org/datacite/v4.4/TitleType,,,http://purl.org/datacite/v4.4,,AlternativeTitle,
http://purl.org/datacite/v4.4/w3id,w3id,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,w3id,
http://purl.org/datacite/v4.4/Editor,Editor,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,Editor,
http://purl.org/datacite/v4.4/Collection,Collection,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Collection,
http://purl.org/datacite/v4.4/OtherContributorType,Other,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,Other,
http://purl.org/datacite/v4.4/Submitted,Submitted,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Submitted,
http://purl.org/datacite/v4.4/Reviews,Reviews,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,Reviews,
http://purl.org/datacite/v4.4/IsReferencedBy,IsReferencedBy,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsReferencedBy,
http://purl.org/datacite/v4.4/Image,Image,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Image,
http://purl.org/datacite/v4.4/IsPublishedIn,IsPublishedIn,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsPublishedIn,
http://purl.org/datacite/v4.4/IsDerivedFrom,IsDerivedFrom,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsDerivedFrom,
http://purl.org/datacite/v4.4/IsSupplementTo,IsSupplementTo,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsSupplementTo,
http://purl.org/datacite/v4.4/HasPart,HasPart,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,HasPart,
http://purl.org/datacite/v4.4/TableOfContents,TableOfContents,,,false,,,http://purl.org/datacite/v4.4/DescriptionType,,,,,,,,,http://purl.org/datacite/v4.4/DescriptionType,,,http://purl.org/datacite/v4.4,,TableOfContents,
http://purl.org/datacite/v4.4/Audiovisual,Audiovisual,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Audiovisual,
http://purl.org/datacite/v4.4/ISTC,ISTC,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,ISTC,
http://purl.org/datacite/v4.4/SeriesInformation,SeriesInformation,,,false,,,http://purl.org/datacite/v4.4/DescriptionType,,,,,,,,,http://purl.org/datacite/v4.4/DescriptionType,,,http://purl.org/datacite/v4.4,,SeriesInformation,
http://purl.org/datacite/v4.4/HostingInstitution,HostingInstitution,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,HostingInstitution,
http://purl.org/datacite/v4.4/Accepted,Accepted,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Accepted,
http://purl.org/datacite/v4.4/IsSourceOf,IsSourceOf,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsSourceOf,
http://purl.org/datacite/v4.4/Workflow,Workflow,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Workflow,
http://purl.org/datacite/v4.4/arXiv,arXiv,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,arXiv,
http://purl.org/datacite/v4.4/ProjectManager,ProjectManager,,,false,,,http://purl.org/datacite/v4.4/ContributorType,,,,,,,,,http://purl.org/datacite/v4.4/ContributorType,,,http://purl.org/datacite/v4.4,,ProjectManager,
http://purl.org/datacite/v4.4/IsSupplementedBy,IsSupplementedBy,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsSupplementedBy,
http://purl.org/datacite/v4.4/Service,Service,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Service,
http://purl.org/datacite/v4.4/IsMetadataFor,IsMetadataFor,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsMetadataFor,
http://purl.org/datacite/v4.4/Valid,Valid,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Valid,
http://purl.org/datacite/v4.4/JournalArticle,JournalArticle,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,JournalArticle,
http://purl.org/datacite/v4.4/DOI,DOI,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,DOI,
http://purl.org/datacite/v4.4/HasMetadata,HasMetadata,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,HasMetadata,
http://purl.org/datacite/v4.4/IsVariantFormOf,IsVariantFormOf,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,IsVariantFormOf,
http://purl.org/datacite/v4.4/Sound,Sound,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Sound,
http://purl.org/datacite/v4.4/AvailableCopyrighted,Available Copyrighted,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Available Copyrighted,
http://purl.org/datacite/v4.4/Description,Description,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Description,
http://purl.org/datacite/v4.4/EAN13,EAN13,,,false,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,,,,,,,http://purl.org/datacite/v4.4/RelatedIdentifierType,,,http://purl.org/datacite/v4.4,,EAN13,
http://purl.org/datacite/v4.4/Continues,Continues,,,false,,,http://purl.org/datacite/v4.4/RelationType,,,,,,,,,http://purl.org/datacite/v4.4/RelationType,,,http://purl.org/datacite/v4.4,,Continues,
http://purl.org/datacite/v4.4/ComputationalNotebook,ComputationalNotebook,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,ComputationalNotebook,
http://purl.org/datacite/v4.4/Software,Software,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Software,
http://purl.org/datacite/v4.4/OtherTitle,Other,,,false,,,http://purl.org/datacite/v4.4/TitleType,,,,,,,,,http://purl.org/datacite/v4.4/TitleType,,,http://purl.org/datacite/v4.4,,Other,
http://purl.org/datacite/v4.4/Abstract,Abstract,,,false,,,http://purl.org/datacite/v4.4/DescriptionType,,,,,,,,,http://purl.org/datacite/v4.4/DescriptionType,,,http://purl.org/datacite/v4.4,,Abstract,
http://purl.org/datacite/v4.4/DataPaper,DataPaper,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,DataPaper,
http://purl.org/datacite/v4.4/ConferenceProceeding,ConferenceProceeding,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,ConferenceProceeding,
http://purl.org/datacite/v4.4/Preprint,Preprint,,,false,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,,,,,,,http://purl.org/datacite/v4.4/ResourceTypeGeneral,,,http://purl.org/datacite/v4.4,,Preprint,
http://purl.org/datacite/v4.4/OtherDescriptionType,Other,,,false,,,http://purl.org/datacite/v4.4/DateType,,,,,,,,,http://purl.org/datacite/v4.4/DateType,,,http://purl.org/datacite/v4.4,,Other,
http://purl.org/datacite/v4.4/ContributorType,Contributor Type,,,false,,,,,,,,,,,,,,,http://purl.org/datacite/v4.4,http://purl.org/datacite/v4.4/Sponsor|http://purl.org/datacite/v4.4/RightsHolder|http://purl.org/datacite/v4.4/Supervisor|http://purl.org/datacite/v4.4/WorkPackageLeader|http://purl.org/datacite/v4.4/DataCollector|http://purl.org/datacite/v4.4/ProjectLeader|http://purl.org/datacite/v4.4/RelatedPerson|http://purl.org/datacite/v4.4/ContactPerson|http://purl.org/datacite/v4.4/ResearchGroup|http://purl.org/datacite/v4.4/DataCurator|http://purl.org/datacite/v4.4/ProjectMember|http://purl.org/datacite/v4.4/DataManager|http://purl.org/datacite/v4.4/RegistrationAgency|http://purl.org/datacite/v4.4/Researcher|http://purl.org/datacite/v4.4/RegistrationAuthority|http://purl.org/datacite/v4.4/Distributor|http://purl.org/datacite/v4.4/Producer|http://purl.org/datacite/v4.4/Editor|http://purl.org/datacite/v4.4/OtherContributorType|http://purl.org/datacite/v4.4/HostingInstitution|http://purl.org/datacite/v4.4/ProjectManager,Contributor Type,http://purl.org/datacite/v4.4
